,名称,导演,演员,评分,年份,类型,电影时长,评价人数,语言,地区,演员颜值
18,人鬼情未了,杰瑞·扎克,"['帕特里克·斯威兹', '黛米·摩尔', '托尼·戈德温', '乌比·戈德堡']",8.2,['1990'],"['剧情', '爱情', '奇幻']",127,169262,英语, 美国,56.416666666666664
19,重返十七岁,布尔·斯蒂尔斯,"['扎克·埃夫隆', '莱斯利·曼恩', '托马斯·列农', '马修·派瑞', 'Tyler Steelman']",7.3,['2009'],"['剧情', '喜剧', '爱情']",102,169609,英语, 美国,66.12666666666667
20,速度与激情,罗伯·科恩,"['范·迪塞尔', '保罗·沃克', '乔丹娜·布鲁斯特', '米歇尔·罗德里格兹', '尹成植']",7.8,['2001'],"['动作', '犯罪']",106,134539,英语, 美国,61.47
21,迷雾,弗兰克·德拉邦特,"['托马斯·简', '马西娅·盖伊·哈登', '劳瑞·侯登', '安德鲁·布劳尔', '托比·琼斯']",7.9,['2007'],"['科幻', '惊悚', '恐怖']",126,206550,英语, 美国,52.86000000000001
22,忌日快乐,克里斯托弗·兰登,"['杰西卡·罗德', '伊瑟尔·布罗萨德', '露比·莫迪恩', '查尔斯·艾特肯', '劳拉·克利夫顿']",7.1,['2017'],"['悬疑', '惊悚', '恐怖']",96,178849,英语, 美国,70.24
23,大佛普拉斯,黄信尧,"['庄益增', '陈竹昇', '戴立忍', '张少怀', '陈以文']",8.7,['2017'],"['剧情', '喜剧', '犯罪']",102,216199,闽南语, 中国台湾,54.00333333333333
24,烈火英雄,陈国辉,"['黄晓明', '杜江', '谭卓', '杨紫', '欧豪']",6.5,['2019'],"['剧情', '灾难']",120,199365,汉语普通话, 中国大陆,67.57666666666667
25,血观音,杨雅喆,"['惠英红', '吴可熙', '文淇', '柯佳嬿', '陈莎莉']",8.4,['2017'],"['剧情', '悬疑']",112,212046,汉语普通话, 中国台湾,55.71333333333333
26,马达加斯加,埃里克·达尼尔,"['本·斯蒂勒', '克里斯·洛克', '大卫·休默', '贾达·萍克·史密斯', '萨莎·拜伦·科恩']",7.8,['2005'],"['喜剧', '动画', '家庭', '冒险']",86,149698,英语, 美国,61.82333333333333
27,魔发奇缘,内森·格雷诺,"['曼迪·摩尔', '扎克瑞·莱维', '唐纳·墨菲', '朗·普尔曼', '迈克·康纳·盖尼']",8.2,['2010'],"['喜剧', '动画', '冒险']",100,172727,英语, 美国,66.99333333333334
28,杀死比尔2,昆汀·塔伦蒂诺,"['乌玛·瑟曼', '大卫·卡拉丁', '刘家辉', '薇薇卡·福克斯', '刘玉玲']",8.0,['2004'],"['动作', '惊悚', '犯罪']",137,186470,英语, 美国,58.25333333333333
29,万物理论,詹姆斯·马什,"['埃迪·雷德梅恩', '菲丽希缇·琼斯', '大卫·休里斯', '艾米丽·沃森', '查理·考克斯']",8.3,['2014'],"['剧情', '爱情', '传记']",123,181447,英语, 英国,60.06
30,阿拉丁,盖·里奇,"['梅纳·玛索德', '娜奥米·斯科特', '威尔·史密斯', '马尔万·肯扎里', '纳维德·内加班']",7.6,['2019'],"['爱情', '歌舞', '奇幻', '冒险']",128,201781,英语, 美国,50.373333333333335
31,山河故人,贾樟柯,"['赵涛', '张译', '梁景东', '董子健', '张艾嘉']",7.9,['2015'],"['剧情', '家庭']",126,185652,英语, 中国大陆,71.76333333333334
32,爱在午夜降临前,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '肖姆斯·戴维-菲茨帕特里克', '詹妮弗·普里尔', '夏洛特·普里尔']",8.8,['2013'],"['剧情', '爱情']",109,183274,英语, 美国,49.82666666666666
33,成为简·奥斯汀,朱里安·杰拉德,"['安妮·海瑟薇', '詹姆斯·麦卡沃伊', '朱丽·沃特斯', '詹姆斯·克伦威尔', '玛吉·史密斯']",8.2,['2007'],"['剧情', '爱情', '传记']",120,185533,英语, 英国,73.76666666666667
34,黑鹰坠落,雷德利·斯科特,"['乔什·哈奈特', '伊万·麦克格雷格', '汤姆·塞兹摩尔', '金·寇兹', '艾文·布莱纳']",8.6,['2001'],"['动作', '历史', '战争']",144,184147,英语, 美国,50.803333333333335
35,道士下山,陈凯歌,"['王宝强', '郭富城', '张震', '林志玲', '范伟']",5.4,['2015'],"['喜剧', '动作', '奇幻', '古装']",123,167461,汉语普通话, 中国大陆,58.24000000000001
36,宿醉,托德·菲利普斯,"['布莱德利·库珀', '艾德·赫尔姆斯', '扎克·加利凡纳基斯', '贾斯汀·巴萨', '海瑟·格拉汉姆']",7.7,['2009'],['喜剧'],108,190131,英语, 美国,69.04666666666667
37,超人：钢铁之躯,扎克·施奈德,"['亨利·卡维尔', '艾米·亚当斯', '迈克尔·珊农', '凯文·科斯特纳', '戴安·琳恩']",7.0,['2013'],"['动作', '科幻', '冒险']",143,171755,英语, 美国,65.05333333333334
38,爱情呼叫转移,张建亚,"['徐峥', '刘仪伟', '宁静', '白冰', '伊能静']",6.4,['2007'],"['喜剧', '爱情']",94,147770,汉语普通话, 中国大陆,40.18333333333334
39,鸟人,亚利桑德罗·冈萨雷斯·伊纳里图,"['迈克尔·基顿', '爱德华·诺顿', '艾玛·斯通', '扎克·加利凡纳基斯', '安德丽亚·瑞斯波罗格']",7.9,['2014'],"['剧情', '喜剧']",119,190385,英语, 美国,58.07
40,海盗电台,理查德·柯蒂斯,"['比尔·奈伊', '肯尼思·布拉纳', '菲利普·塞默·霍夫曼', '尼克·弗罗斯特', '汤姆·斯图里奇']",8.6,['2009'],"['剧情', '喜剧', '音乐']",116,199225,英语, 英国,45.76
41,密室逃生,亚当·罗比特尔,"['泰勒·拉塞尔', '洛根·米勒', '黛博拉·安沃尔', '泰勒·莱伯恩', '杰·埃利斯']",7.2,['2019'],"['悬疑', '惊悚']",99,169404,英语, 美国,70.79
42,狼图腾,让-雅克·阿诺,"['冯绍峰', '窦骁', '昂哈妮玛', '巴森', '尹铸胜']",6.9,['2015'],"['剧情', '冒险']",121,171422,汉语普通话, 中国大陆,62.830000000000005
43,使徒行者,文伟鸿,"['张家辉', '古天乐', '吴镇宇', '佘诗曼', '许绍雄']",6.8,['2016'],"['剧情', '动作', '犯罪']",109,157327,粤语, 中国大陆,69.92333333333333
44,手机,冯小刚,"['张国立', '葛优', '范冰冰', '徐帆', '韩童生']",7.3,['2003'],"['剧情', '喜剧', '家庭']",107,150654,汉语普通话, 中国大陆,49.25333333333334
45,九层妖塔,陆川,"['赵又廷', '姚晨', '凤小岳', '李晨', '唐嫣']",4.3,['2015'],"['动作', '惊悚', '冒险']",115,154398,汉语普通话, 中国大陆,64.64999999999999
46,红高粱,张艺谋,"['姜文', '巩俐', '滕汝骏', '钱明', '陈志刚']",8.4,['1988'],"['剧情', '爱情', '历史', '战争']",91,155120,汉语普通话, 中国大陆,57.06
47,赤壁(上),吴宇森,"['梁朝伟', '金城武', '张丰毅', '张震', '胡军']",6.3,['2008'],"['动作', '历史', '战争', '古装']",150,152850,汉语普通话, 中国大陆,62.196666666666665
48,追凶者也,曹保平,"['刘烨', '张译', '段博文', '王子文', '谭卓']",7.7,['2016'],"['剧情', '喜剧', '犯罪']",110,183345,西南方言, 中国大陆,62.72666666666667
49,移动迷宫,韦斯·鲍尔,"['迪伦·奥布莱恩', '阿梅尔·艾米恩', '李起弘', '布雷克·库珀', '托马斯·布罗迪-桑斯特']",6.9,['2014'],"['动作', '科幻', '冒险']",113,152520,英语, 美国,47.38666666666666
50,恶棍天使,俞白眉,"['邓超', '孙俪', '代乐乐', '梁超', '杨新鸣']",4.1,['2015'],['喜剧'],124,123596,汉语普通话, 中国大陆,35.25666666666667
51,瞒天过海：美人计,盖瑞·罗斯,"['桑德拉·布洛克', '凯特·布兰切特', '安妮·海瑟薇', '海伦娜·伯翰·卡特', '蕾哈娜']",6.7,['2018'],"['喜剧', '犯罪']",110,177538,英语, 美国,54.666666666666664
52,扫毒,陈木胜,"['古天乐', '张家辉', '刘青云', '袁泉', '卢海鹏']",7.4,['2013'],"['剧情', '动作', '悬疑', '犯罪']",134,180639,汉语普通话, 中国大陆,66.18666666666667
53,星球大战7：原力觉醒,J·J·艾布拉姆斯,"['哈里森·福特', '马克·哈米尔', '凯丽·费雪', '亚当·德赖弗', '黛西·雷德利']",7.1,['2015'],"['动作', '科幻', '冒险']",135,177648,英语, 美国,58.34
54,功夫瑜伽,唐季礼,"['成龙', '李治廷', '张艺兴', '索努·苏德', '母其弥雅']",5.0,['2017'],"['喜剧', '动作', '冒险']",108,141148,汉语普通话, 中国大陆,62.873333333333335
55,精灵旅社,格恩迪·塔塔科夫斯基,"['亚当·桑德勒', '安迪·萨姆伯格', '赛琳娜·戈麦斯', '凯文·詹姆斯', '法兰·德瑞雪']",7.9,['2012'],"['喜剧', '动画', '奇幻']",91,166329,英语, 美国,70.16333333333334
56,恋空,今井夏木,"['新垣结衣', '三浦春马', '小出惠介', '香里奈', '麻生祐未']",6.9,['2007'],"['剧情', '爱情']",129,181712,日语, 日本,58.05333333333334
57,赌神,王晶,"['周润发', '刘德华', '王祖贤', '张敏', '向华强']",8.2,['1989'],"['剧情', '喜剧']",126,129089,粤语, 中国香港,56.95666666666667
58,武林外传,尚敬,"['闫妮', '姚晨', '沙溢', '喻恩泰', '倪虹洁']",6.4,['2011'],"['喜剧', '动作', '古装']",92,160922,汉语普通话, 中国大陆,66.8
59,碟中谍3,J·J·艾布拉姆斯,"['汤姆·克鲁斯', '菲利普·塞默·霍夫曼', '文·瑞姆斯', '比利·克鲁德普', '米歇尔·莫纳汉']",7.5,['2006'],"['动作', '惊悚', '冒险']",126,138637,英语, 美国,65.03666666666668
60,玩具总动员2,约翰·拉塞特,"['汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '凯尔希·格兰莫', '唐·里克斯']",8.3,['1999'],"['喜剧', '动画', '奇幻', '冒险']",92,142966,英语, 美国,49.803333333333335
61,聚焦,汤姆·麦卡锡,"['马克·鲁弗洛', '迈克尔·基顿', '瑞秋·麦克亚当斯', '列维·施瑞博尔', '约翰·斯拉特里']",8.8,['2015'],"['剧情', '传记']",128,184740,英语, 美国,63.199999999999996
62,歌舞青春,肯尼·奥特加,"['扎克·埃夫隆', '凡妮莎·哈金斯', '阿什丽·提斯代尔', '卢卡斯·格拉比']",7.7,['2006'],"['剧情', '喜剧']",98,129699,英语, 美国,63.49333333333334
63,午夜巴塞罗那,伍迪·艾伦,"['丽贝卡·豪尔', '斯嘉丽·约翰逊', '哈维尔·巴登', '佩内洛普·克鲁兹', '克里斯·梅西纳']",7.8,['2008'],"['剧情', '爱情']",96,189894,英语, 西班牙,63.82333333333333
64,前任攻略,田羽生,"['韩庚', '姚星彤', '郑恺', '王丽坤', '班嘉佳']",6.1,['2014'],"['喜剧', '爱情']",108,151943,汉语普通话, 中国大陆,75.61
65,天下无双,刘镇伟,"['梁朝伟', '王菲', '赵薇', '张震', '朱茵']",7.1,['2002'],"['喜剧', '爱情', '歌舞', '古装']",97,150442,粤语, 中国大陆,53.343333333333334
66,蒂凡尼的早餐,布莱克·爱德华兹,"['奥黛丽·赫本', '乔治·佩帕德', '帕德里夏·妮尔', '巴迪·艾布森', '马丁·鲍尔萨姆']",8.1,['1961'],"['剧情', '喜剧', '爱情']",115,169430,英语, 美国,53.660000000000004
67,我是证人,安相勋,"['杨幂', '鹿晗', '王景春', '朱亚文', '刘芮麟']",6.1,['2015'],"['剧情', '悬疑', '犯罪']",112,121488,汉语普通话, 中国大陆,67.52999999999999
68,地球最后的夜晚,毕赣,"['汤唯', '黄觉', '张艾嘉', '李鸿其', '陈永忠']",6.8,['2018'],"['剧情', '爱情', '悬疑']",138,166334,贵州方言, 中国大陆,61.79
69,蓝宇,关锦鹏,"['胡军', '刘烨', '苏瑾', '李华彤', '卢芳']",8.2,['2001'],"['剧情', '爱情', '同性']",86,173692,汉语普通话, 中国大陆,67.36333333333333
70,自杀小队,大卫·阿耶,"['威尔·史密斯', '杰瑞德·莱托', '玛格特·罗比', '乔尔·金纳曼', '维奥拉·戴维斯']",6.4,['2016'],"['动作', '犯罪', '奇幻']",123,175846,英语, 美国,51.326666666666675
71,家有喜事,高志森,"['张国荣', '周星驰', '张曼玉', '吴君如', '黄百鸣']",8.3,['1992'],"['剧情', '喜剧', '爱情', '家庭']",100,150643,粤语, 中国香港,41.57333333333334
72,北京爱情故事,陈思诚,"['梁家辉', '刘嘉玲', '王学兵', '余男', '陈思诚']",6.1,['2014'],['爱情'],121,145762,汉语普通话, 中国大陆,64.51
73,一次别离,阿斯哈·法哈蒂,"['佩曼·莫阿迪', '蕾拉·哈塔米', '萨瑞·巴亚特', '沙哈布·侯赛尼', '萨日娜·法哈蒂']",8.7,['2011'],"['剧情', '家庭']",123,178345,波斯语, 伊朗,45.81666666666667
74,独自等待,伍仕贤,"['夏雨', '李冰冰', '龚蓓苾', '高旗', '吴超']",8.2,['2004'],"['剧情', '喜剧', '爱情']",107,170500,汉语普通话, 中国大陆,56.68666666666667
75,速度与激情4,林诣彬,"['范·迪塞尔', '保罗·沃克', '米歇尔·罗德里格兹', '乔丹娜·布鲁斯特', '盖尔·加朵']",7.7,['2009'],"['动作', '犯罪']",107,118795,英语, 美国,61.97
76,燃烧,李沧东,"['刘亚仁', '史蒂文·元', '全钟瑞', '金秀京', '崔承浩']",7.9,['2018'],"['剧情', '悬疑']",148,198614,韩语, 韩国,61.84
77,起风了,宫崎骏,"['庵野秀明', '泷本美织', '西岛秀俊', '西村雅彦', '史蒂夫·阿尔珀特']",8.0,['2013'],"['剧情', '爱情', '动画']",126,153663,日语, 日本,52.1
78,有一个地方只有我们知道,徐静蕾,"['吴亦凡', '王丽坤', '徐静蕾', '戈登·亚历山大', '丛珊']",4.9,['2015'],['爱情'],109,145341,汉语普通话, 中国大陆,79.3
79,勇敢者游戏：决战丛林,杰克·卡斯丹,"['道恩·强森', '凯文·哈特', '杰克·布莱克', '凯伦·吉兰', '尼克·乔纳斯']",6.9,['2017'],"['动作', '奇幻', '冒险']",119,151871,英语, 美国,52.836666666666666
