,名称,导演,演员,评分,年份,类型,电影时长,评价人数,语言,地区,演员颜值
24,绿灯侠,马丁·坎贝尔,"['瑞恩·雷诺兹', '布蕾克·莱弗利', '彼得·萨斯加德', '马克·斯特朗', '特穆拉·莫里森']",5.9,['2011'],"['动作', '科幻']",114,64255,英语, 美国,66.69333333333333
25,名侦探柯南：业火的向日葵,静野孔文,"['高山南', '山口胜平', '山崎和佳奈', '小山力也', '林原惠美']",5.8,['2015'],"['动画', '悬疑', '冒险']",113,54875,日语, 日本,47.50333333333333
26,心理游戏,大卫·芬奇,"['迈克尔·道格拉斯', '西恩·潘', '黛博拉·卡拉·安格', '詹姆斯·瑞布霍恩', '卡罗尔·贝克']",7.7,['1997'],"['动作', '悬疑', '惊悚', '冒险']",129,79069,英语, 美国,64.43333333333334
27,花火,北野武,"['北野武', '岸本加世子', '大杉涟', '寺岛进', '津田宽治']",8.6,['1997'],"['剧情', '爱情', '犯罪']",103,59580,日语, 日本,25.71666666666667
28,那山那人那狗,霍建起,"['滕汝骏', '刘烨', '赵秀丽', '陈好', '龚业珩']",8.6,['1999'],"['剧情', '家庭']",93,69646,汉语普通话, 中国大陆,53.40333333333333
29,星球大战3：绝地归来,理查德·马昆德,"['马克·哈米尔', '哈里森·福特', '安东尼·丹尼尔斯', '凯丽·费雪', '比利·迪·威廉姆斯']",8.3,['1983'],"['动作', '科幻', '冒险']",131,63794,英语, 美国,48.11000000000001
30,闰年,安南德·图克尔,"['艾米·亚当斯', '马修·古迪', '亚当·斯科特']",7.8,['2010'],"['喜剧', '爱情']",100,80297,英语, 美国,63.97
31,黑暗中的舞者,拉斯·冯·提尔,"['比约克', '凯瑟琳·德纳芙', '大卫·摩斯', '彼得·斯特曼', '乔尔·格雷']",8.2,['2000'],"['剧情', '歌舞']",140,70864,英语, 丹麦,56.526666666666664
32,生存家族,矢口史靖,"['小日向文世', '深津绘里', '泉泽祐希', '葵若菜', '时任三郎']",8.1,['2017'],"['喜剧', '家庭']",117,75864,日语, 日本,57.61666666666667
33,骡子,克林特·伊斯特伍德,"['克林特·伊斯特伍德', '布莱德利·库珀', '劳伦斯·菲什伯恩', '迈克尔·佩纳', '黛安·韦斯特']",8.0,['2018'],"['剧情', '犯罪']",116,83303,英语, 美国,40.163333333333334
34,第一次,韩延,"['杨颖', '赵又廷', '江珊', '赵树海', '田沅']",6.1,['2012'],['爱情'],103,62110,汉语普通话, 中国大陆,62.30333333333334
35,异形4,让-皮埃尔·热内,"['西格妮·韦弗', '薇诺娜·瑞德', '多米尼克·皮侬', '朗·普尔曼', '加里·杜尔丹']",7.6,['1997'],"['动作', '科幻', '恐怖']",109,63014,英语, 美国,59.00333333333333
36,虎胆龙威4,伦·怀斯曼,"['布鲁斯·威利斯', '蒂莫西·奥利芬特', '贾斯汀·朗', '李美琪', '克利夫·柯蒂斯']",7.7,['2007'],"['动作', '惊悚', '犯罪']",128,64052,英语, 美国,59.67333333333334
37,爱宠大机密2,克里斯·雷纳德,"['帕顿·奥斯瓦尔特', '凯文·哈特', '哈里森·福特', '艾瑞克·斯通斯崔特', '珍妮·斯蕾特']",7.0,['2019'],"['喜剧', '动画', '冒险']",86,69881,英语, 美国,45.60333333333333
38,花田喜事,高志森,"['张国荣', '关之琳', '许冠杰', '毛舜筠', '许冠英']",7.5,['1993'],"['喜剧', '爱情', '古装']",85,51761,粤语, 中国香港,49.85666666666666
39,魔鬼代言人,泰勒·海克福德,"['基努·里维斯', '阿尔·帕西诺', '查理兹·塞隆', '杰弗瑞·琼斯', '朱迪思·爱薇']",8.3,['1997'],"['剧情', '悬疑', '惊悚']",144,77983,英语, 美国,65.02666666666666
40,我知女人心,陈大明,"['刘德华', '巩俐', '袁立', '陈志朋', '李诚儒']",5.6,['2011'],"['喜剧', '爱情']",117,65265,汉语普通话, 中国大陆,60.629999999999995
41,未知死亡,A.R.目虏古多斯,"['阿米尔·汗', '缇努·阿南德', '阿辛', '吉雅·罕', 'Pradeep Rawat']",8.1,['2008'],"['剧情', '动作', '爱情', '悬疑', '惊悚']",183,74951,北印度语, 印度,57.03666666666667
42,一个人的武林,陈德森,"['甄子丹', '王宝强', '杨采妮', '白冰', '方中信']",6.3,['2014'],"['动作', '惊悚']",100,60591,汉语普通话, 中国大陆,54.73
43,重返地球,M·奈特·沙马兰,"['威尔·史密斯', '贾登·史密斯', '佐伊·克罗维兹', '苏菲·奥康内多', '格伦·莫肖尔']",5.6,['2013'],"['动作', '科幻', '冒险']",100,61694,英语, 美国,58.300000000000004
44,一页台北,陈骏霖,"['郭采洁', '姚淳耀', '张孝全', '杨祐宁', '柯宇纶']",6.6,['2010'],"['喜剧', '爱情']",85,75139,汉语普通话, 中国台湾,66.84666666666665
45,费城故事,乔纳森·戴米,"['汤姆·汉克斯', '丹泽尔·华盛顿', '罗伯塔·马克斯韦尔', '巴兹·基尔曼', '卡伦·芬利']",8.7,['1993'],"['剧情', '同性']",125,74588,英语, 美国,47.60999999999999
46,危险关系,许秦豪,"['章子怡', '张东健', '张柏芝', '窦骁', '卢燕']",5.8,['2012'],"['剧情', '爱情']",112,71630,汉语普通话, 中国大陆,61.64666666666667
47,洛丽塔,斯坦利·库布里克,"['詹姆斯·梅森', '谢利·温特斯', '苏·莱恩', '加里·科克雷尔', '杰里·斯托文']",7.8,['1962'],"['剧情', '爱情', '情色']",153,65527,英语, 美国,68.56333333333333
48,王牌贱谍：格林斯比,路易斯·莱特里尔,"['萨莎·拜伦·科恩', '马克·斯特朗', '艾拉·菲舍尔', '蕾蓓尔·威尔森', '加布蕾·丝迪贝']",7.3,['2016'],"['喜剧', '动作']",83,79894,英语, 英国,62.376666666666665
49,电锯惊魂6,凯文·格劳特,"['托宾·贝尔', '科斯塔斯·曼迪勒', '马克·罗斯顿', '贝茜·拉塞尔', '肖妮·史密斯']",7.8,['2009'],"['悬疑', '惊悚', '恐怖']",90,72694,英语, 美国,55.04
50,终结者：黑暗命运,蒂姆·米勒,"['麦肯兹·戴维斯', '娜塔利娅·雷耶斯', '琳达·汉密尔顿', '阿诺·施瓦辛格', '加布里埃尔·鲁纳']",7.1,['2019'],"['动作', '科幻', '冒险']",128,79603,英语, 美国,68.14666666666666
51,男儿本色,陈木胜,"['谢霆锋', '余文乐', '房祖名', '吴京', '安志杰']",6.9,['2007'],"['动作', '犯罪']",129,62575,汉语普通话, 中国大陆,56.78333333333333
52,双龙会,徐克,"['成龙', '张曼玉', '利智', '泰迪·罗宾', '黄霑']",7.5,['1992'],"['喜剧', '动作']",100,57693,粤语, 中国香港,51.02
53,憨豆特工2,奥利弗·帕克,"['罗温·艾金森', '吉莲·安德森', '多米尼克·韦斯特', '裴淳华', '丹尼尔·卡卢亚']",7.1,['2011'],['喜剧'],100,65558,英语, 美国,67.05333333333334
54,秋菊打官司,张艺谋,"['巩俐', '刘佩琦', '雷恪生', '戈治均', '杨柳春']",8.0,['1992'],['剧情'],100,65331,陕西话, 中国大陆,56.70000000000001
55,分手说爱你,黄真真,"['房祖名', '薛凯琪']",7.4,['2010'],"['剧情', '喜剧', '爱情']",114,75652,粤语, 中国香港,64.51666666666667
56,我的特工爷爷,洪金宝,"['洪金宝', '刘德华', '朱雨辰', '李勤勤', '冯嘉怡']",5.4,['2016'],"['剧情', '动作', '冒险']",97,52285,汉语普通话, 中国香港,42.093333333333334
57,小羊肖恩,马克·伯顿,"['贾斯汀·弗莱彻', '约翰·斯帕克斯', '欧米德·吉亚李利', '理查德·韦伯', '凯特·哈伯']",8.4,['2015'],"['喜剧', '动画', '冒险']",85,70432,无对白, 英国,34.81
58,单身男子,汤姆·福特,"['科林·费尔斯', '朱丽安·摩尔', '尼古拉斯·霍尔特', '马修·古迪', '洪·科塔哈雷纳']",8.5,['2009'],"['剧情', '同性']",101,83299,英语, 美国,62.29333333333332
59,笑傲江湖,胡金铨,"['许冠杰', '叶童', '张学友', '张敏', '袁洁莹']",7.9,['1990'],"['动作', '武侠', '古装']",118,57084,粤语, 中国香港,48.54666666666666
60,欧洲攻略,马楚成,"['梁朝伟', '吴亦凡', '唐嫣', '杜鹃', '林子祥']",3.5,['2018'],"['喜剧', '动作', '爱情']",100,53739,粤语, 中国大陆,62.49
61,地心历险记,埃里克·布雷维格,"['布兰登·费舍', '乔什·哈切森', '安妮塔·布瑞姆', '塞斯·梅耶斯']",6.8,['2008'],"['动作', '科幻', '冒险']",93,55297,英语, 美国,60.75
62,十兄弟,李力持,"['张敏', '钟镇涛', '释小龙', '郝劭文', '罗家英']",6.7,['1995'],"['喜剧', '动作', '奇幻', '冒险']",100,49023,粤语, 中国香港,52.576666666666675
63,明月几时有,许鞍华,"['周迅', '彭于晏', '霍建华', '叶德娴', '郭涛']",6.9,['2017'],"['剧情', '历史', '战争']",130,71937,粤语, 中国大陆,57.90666666666667
64,中南海保镖,元奎,"['李连杰', '钟丽缇', '郑则仕', '邹兆龙', '梁荣忠']",7.6,['1994'],"['剧情', '动作']",89,64432,粤语, 中国香港,60.25666666666666
65,结婚礼服,权炯辰,"['宋允儿', '金香起', '李己雨', '金艺玲', '金明国']",8.5,['2010'],"['剧情', '家庭']",109,77814,韩语, 韩国,63.6
66,超验骇客,沃利·菲斯特,"['约翰尼·德普', '丽贝卡·豪尔', '保罗·贝坦尼', '基里安·墨菲', '凯特·玛拉']",6.6,['2014'],"['动作', '爱情', '科幻']",113,74692,英语, 美国,51.03666666666667
67,美国骗局,大卫·O·拉塞尔,"['克里斯蒂安·贝尔', '布莱德利·库珀', '艾米·亚当斯', '杰瑞米·雷纳', '詹妮弗·劳伦斯']",6.7,['2013'],"['剧情', '犯罪']",103,74399,英语, 美国,69.72000000000001
68,新少林五祖,王晶,"['李连杰', '谢苗', '邱淑贞', '叶德娴', '陈松勇']",7.7,['1994'],"['剧情', '动作', '冒险', '武侠', '古装']",95,58604,粤语, 中国香港,59.75
69,少林寺,张鑫炎,"['李连杰', '于海', '丁岚', '于承惠', '计春华']",8.1,['1982'],"['动作', '武侠', '古装']",95,55777,汉语普通话, 中国大陆,41.406666666666666
70,方世玉续集,元奎,"['李连杰', '萧芳芳', '李嘉欣', '郭蔼明', '元奎']",7.7,['1993'],"['喜剧', '动作', '武侠', '古装']",95,53258,粤语, 中国香港,56.25333333333333
